Species,Cladename,wing_length,tail_length,tarsus_length,middle_toe_length,bill_length,bill_width,bill_depth
Poeoptera kenricki,Passerida,99.7,81.2,21.1,17.1,18.8,9.7,6.8
Poeoptera lugubris,Passerida,89.3,103.4,17.6,13.0,18.4,7.4,4.5
Poeoptera stuhlmanni,Passerida,102.0,79.0,19.9,17.4,19.7,9.2,6.0
Poephila personata,Passerida,59.0,54.0,15.7,13.6,13.1,6.9,7.5
Polioptila caerulea,Passerida,49.0,51.0,17.4,8.6,12.7,4.5,3.1
Polioptila melanura,Passerida,46.0,50.0,17.4,8.6,12.0,4.4,2.9
Polioptila plumbea,Passerida,49.0,47.6,17.8,8.9,14.4,4.8,3.0
Pomatorhinus montanus,Passerida,85.0,78.0,26.9,15.8,24.9,4.5,5.5
Pooecetes gramineus,Passerida,82.0,64.0,21.5,14.4,12.3,7.5,7.2
Poospiza hispaniolensis,Passerida,63.0,45.0,21.0,13.3,13.9,6.0,6.3
Prinia bairdii,Passerida,58.0,78.0,23.9,13.7,13.9,5.6,4.5
Prinia hodgsonii,Passerida,53.0,52.0,18.3,11.2,13.3,4.2,3.2
Prinia leucopogon,Passerida,61.0,69.0,21.0,12.9,16.3,5.5,4.6
Prinia socialis,Passerida,50.0,60.0,19.7,12.0,14.1,4.4,3.7
Prinia subflava,Passerida,52.0,40.0,19.7,11.6,14.5,5.6,3.8
Prionochilus maculatus,Passerida,52.0,22.0,12.7,7.2,11.3,5.0,4.2
Prionochilus percussus,Passerida,55.5,27.5,14.2,8.9,10.5,5.4,4.7
Progne chalybea,Passerida,133.0,65.0,13.6,14.7,16.5,16.4,6.0
Progne subis,Passerida,143.0,73.0,14.7,15.4,16.3,15.9,6.1
Progne tapera,Passerida,130.0,60.0,12.6,12.3,15.9,11.2,6.0
Promerops cafer,Passerida,96.0,246.0,25.4,19.8,35.1,5.6,5.4
Promerops gurneyi,Passerida,89.0,134.5,22.2,18.2,32.1,5.6,5.0
Protonotaria citrea,Passerida,68.0,43.0,18.4,12.0,17.4,3.9,4.3
Prunella atrogularis,Passerida,71.0,56.0,20.4,14.9,14.0,6.4,5.6
Prunella collaris,Passerida,95.5,62.0,24.8,17.0,15.8,7.0,5.8
Prunella fulvescens,Passerida,79.0,63.5,22.2,14.6,15.5,6.5,5.1
Prunella modularis,Passerida,69.0,54.0,21.3,16.0,14.0,5.9,4.8
Prunella rubeculoides,Passerida,75.0,56.0,22.7,15.2,14.9,5.9,5.6
Prunella rubida,Passerida,71.5,51.0,21.7,15.7,14.7,6.5,4.8
Prunella strophiata,Passerida,63.5,50.5,20.6,15.8,13.3,6.3,5.5
Psalidoprocne pristoptera,Passerida,103.0,84.0,8.2,7.7,8.4,5.8,3.2
Psaltriparus minimus,Passerida,47.0,49.8,16.4,8.7,8.5,4.2,3.9
Psarocolius angustifrons,Passerida,225.3,184.0,47.4,33.6,57.4,18.2,21.2
Psarocolius atrovirens,Passerida,170.5,129.5,39.8,27.3,44.2,17.5,20.7
Psarocolius bifasciatus,Passerida,248.8,198.0,52.7,49.0,67.9,20.1,31.3
Psarocolius decumanus,Passerida,197.6,169.2,45.5,32.1,52.4,18.3,23.1
Psarocolius montezuma,Passerida,236.0,166.0,58.7,45.6,74.4,20.7,31.9
Psarocolius viridis,Passerida,229.0,172.0,51.2,37.1,55.7,19.3,26.8
Psarocolius wagleri,Passerida,191.8,121.0,36.0,28.0,60.9,19.3,25.1
Pseudalaemon fremantlii,Passerida,80.0,42.0,21.1,14.6,17.6,6.8,6.7
Pseudochelidon eurystomina,Passerida,123.5,41.5,14.8,14.4,14.4,9.8,6.1
Pseudonigrita arnaudi,Passerida,62.0,29.0,18.4,12.8,11.8,6.7,6.6
Pseudonigrita cabanisi,Passerida,72.0,46.0,17.9,13.9,14.2,7.8,8.9
Ptilocichla leucogrammica,Passerida,80.0,41.0,32.7,17.8,22.5,6.1,5.5
Ptilogonys caudatus,Passerida,95.5,118.0,18.2,15.2,16.2,8.7,6.3
Ptilogonys cinereus,Passerida,92.0,94.5,17.5,15.6,15.4,9.2,5.6
Pycnonotus atriceps,Passerida,75.0,60.0,13.8,9.8,15.7,6.0,4.5
Pycnonotus brunneus,Passerida,85.0,70.0,17.4,10.5,17.1,6.6,5.3
Pycnonotus cafer,Passerida,102.0,93.0,24.7,17.2,21.8,9.4,8.1
Pycnonotus cyaniventris,Passerida,74.0,57.0,14.2,8.8,14.6,5.7,3.8
Pycnonotus erythropthalmos,Passerida,72.0,62.0,15.4,9.0,14.4,6.3,4.0
Pycnonotus eutilotus,Passerida,81.0,72.0,15.6,11.9,18.9,7.4,5.2
Pycnonotus jocosus,Passerida,90.0,89.0,21.6,14.6,18.1,7.3,6.4
Pycnonotus melanoleucos,Passerida,84.0,71.0,12.4,10.9,17.2,6.6,4.5
Pycnonotus zeylanicus,Passerida,120.0,108.0,23.5,15.3,25.8,8.8,8.0
Pyrrhula pyrrhula,Passerida,90.0,62.0,18.9,13.9,14.5,10.5,10.2
Pytilia melba,Passerida,58.0,45.0,16.3,10.8,14.1,6.1,6.0
Quelea erythrops,Passerida,66.0,34.0,19.2,17.0,16.1,8.9,9.2
Quelea quelea,Passerida,68.0,40.0,18.4,15.8,16.4,9.2,9.9
Quiscalus lugubris,Passerida,117.5,86.0,33.4,25.2,30.5,10.4,10.3
Quiscalus major,Passerida,162.5,150.5,46.8,31.9,40.0,13.6,13.9
Quiscalus mexicanus,Passerida,169.5,182.5,46.2,32.4,41.6,15.8,14.7
Quiscalus niger,Passerida,139.0,118.5,37.2,25.2,35.1,12.2,13.4
Quiscalus quiscula,Passerida,140.0,118.0,38.3,27.6,31.7,11.6,12.6
Ramphocaenus melanurus,Passerida,48.0,42.0,19.0,11.3,23.1,5.3,3.9
Ramphocelus bresilius,Passerida,82.5,79.5,23.2,16.1,19.8,10.6,9.2
Ramphocelus carbo,Passerida,79.8,76.5,19.8,11.9,18.8,9.6,9.4
Ramphocelus dimidiatus,Passerida,77.0,70.0,20.9,14.0,18.8,11.5,9.4
Ramphocelus flammigerus,Passerida,87.8,75.8,23.9,17.1,20.1,10.9,9.6
Ramphocelus melanogaster,Passerida,81.0,77.0,21.2,15.5,18.3,11.7,10.0
Ramphocelus nigrogularis,Passerida,85.0,76.0,20.0,12.6,18.5,8.7,9.0
Ramphocelus passerinii,Passerida,75.0,68.5,22.5,15.0,17.5,9.4,8.4
Ramphocelus sanguinolentus,Passerida,88.0,79.0,21.7,16.2,19.4,9.5,9.2
Ramphocinclus brachyurus,Passerida,106.0,86.0,33.9,23.5,29.9,9.9,7.4
Regulus calendula,Passerida,58.0,43.0,18.9,9.5,9.9,3.5,2.5
Regulus ignicapilla,Passerida,50.5,36.0,17.7,10.8,10.6,3.8,2.8
Regulus regulus,Passerida,55.5,39.0,17.9,11.3,10.8,3.9,2.9
Regulus satrapa,Passerida,62.0,43.0,16.8,10.0,10.0,3.5,3.1
Remiz pendulinus,Passerida,57.5,43.5,15.4,11.3,8.9,4.3,4.3
Rhabdornis inornatus,Passerida,92.0,61.5,21.6,19.1,19.7,8.3,6.6
Rhabdornis mystacalis,Passerida,86.0,49.0,19.6,16.3,26.1,7.8,7.1
Rhamphocoris clotbey,Passerida,118.0,52.0,21.3,14.9,21.0,10.4,13.9
Rhinomyias umbratilis,Passerida,78.0,62.0,16.6,10.3,17.8,7.4,4.6
Rhodopechys obsoletus,Passerida,83.0,57.0,15.6,14.1,12.7,7.5,9.3
Rhodospingus cruentus,Passerida,58.0,40.0,17.3,11.4,13.9,5.8,6.0
Salpornis spilonotus,Passerida,91.0,46.3,12.8,21.2,23.2,6.5,4.4
Saltator albicollis,Passerida,99.0,91.0,21.6,15.9,21.9,11.9,13.7
Saltator atriceps,Passerida,113.0,112.0,29.2,21.5,28.0,12.9,14.4
Saltator coerulescens,Passerida,103.7,94.0,25.3,15.4,22.8,11.2,12.0
Saltator grossus,Passerida,96.0,82.0,22.9,16.0,21.8,13.8,15.5
Saltator maximus,Passerida,100.0,90.3,24.8,15.8,22.0,10.5,11.1
Sarcops calvus,Passerida,124.0,120.0,30.2,28.1,30.8,13.7,11.3
Saroglossa aurata,Passerida,104.0,70.0,19.6,16.8,23.8,10.0,7.0
Saroglossa spiloptera,Passerida,103.5,60.0,21.0,16.7,22.5,11.3,8.1
Saxicola ferreus,Passerida,69.0,61.0,22.1,14.0,14.0,6.6,4.7
Saxicola gutturalis,Passerida,75.0,66.0,25.3,16.8,17.4,7.1,4.7
Saxicola torquatus,Passerida,66.0,44.0,22.1,15.1,14.3,6.6,4.3
Saxicoloides fulicatus,Passerida,72.0,64.0,26.7,15.3,16.3,7.4,5.2
Schoenicola brevirostris,Passerida,63.0,83.0,19.4,16.2,13.4,5.5,5.0
Scissirostrum dubium,Passerida,102.0,88.0,19.0,18.6,23.6,10.8,11.2
Scotocerca inquieta,Passerida,48.0,46.5,19.0,11.6,12.3,4.6,3.1
Seicercus burkii,Passerida,59.0,43.0,18.0,10.1,13.7,4.8,3.4
Seicercus castaniceps,Passerida,54.0,41.0,16.6,8.9,10.6,4.2,2.8
Seiurus aurocapilla,Passerida,70.0,55.0,22.0,13.4,11.7,4.3,5.2
Seiurus motacilla,Passerida,82.0,51.5,23.2,14.9,17.4,5.2,4.6
Seiurus noveboracensis,Passerida,76.5,51.0,21.1,14.5,16.1,5.5,4.5
Serinus burtoni,Passerida,85.0,65.0,18.6,15.5,17.5,10.9,12.0
Serinus mozambicus,Passerida,69.5,43.0,14.8,13.4,11.6,6.7,6.9
Serinus pusillus,Passerida,80.0,55.0,14.1,12.1,10.0,6.5,5.8
Serinus striolatus,Passerida,67.0,57.0,21.2,16.3,14.2,7.7,9.1
Setophaga ruticilla,Passerida,63.0,54.0,17.3,10.0,13.2,4.6,3.5
Sheppardia aequatorialis,Passerida,76.0,54.5,22.5,14.7,15.8,8.3,5.6
Sheppardia bocagei,Passerida,78.0,63.5,27.0,16.3,16.6,7.7,5.8
Sheppardia cyornithopsis,Passerida,72.9,48.8,24.8,14.0,16.4,6.9,5.0
Sheppardia gabela,Passerida,64.0,47.5,20.2,12.3,14.5,7.8,5.2
Sheppardia gunningi,Passerida,67.0,51.0,21.0,14.6,14.5,7.3,5.2
Sheppardia lowei,Passerida,69.0,49.0,27.6,15.4,14.3,7.0,5.4
Sheppardia sharpei,Passerida,70.8,50.3,23.5,15.0,14.6,7.2,4.9
Sialia sialis,Passerida,99.0,62.0,20.2,16.2,15.5,8.8,5.5
Sicalis flaveola,Passerida,75.5,51.0,18.9,14.2,14.3,7.0,7.9
Sitta canadensis,Passerida,64.0,34.0,15.4,11.8,14.8,5.0,4.2
Sitta carolinensis,Passerida,90.3,47.0,18.3,15.3,20.5,5.1,4.3
Sitta pygmaea,Passerida,64.0,34.0,14.9,11.4,17.2,5.6,5.1
Speculipastor bicolor,Passerida,111.0,73.0,27.2,23.2,20.4,10.7,8.5
Spermophaga haematina,Passerida,70.2,51.8,19.7,14.0,17.9,8.5,11.4
Spindalis zena,Passerida,76.0,59.0,19.7,13.9,15.7,8.8,7.6
Spizella breweri,Passerida,62.0,60.0,17.2,12.1,10.1,6.3,6.3
Spizella pallida,Passerida,61.0,58.0,17.6,12.3,10.7,6.4,6.5
Spizella passerina,Passerida,71.0,60.0,17.0,12.2,11.5,6.9,7.0
Spizella pusilla,Passerida,63.0,60.0,17.9,12.5,10.7,5.3,4.7
Sporophila corvina,Passerida,52.0,43.0,15.4,11.3,10.7,7.5,7.9
Sporophila minuta,Passerida,50.0,39.0,14.1,10.9,9.4,7.6,7.5
Sporophila peruviana,Passerida,66.0,41.0,16.8,12.1,14.0,8.3,9.7
Sporophila telasco,Passerida,53.0,38.0,15.2,10.7,10.0,6.2,6.9
Sporophila torqueola,Passerida,54.0,47.0,15.0,11.7,10.1,6.3,7.0
Sporopipes frontalis,Passerida,70.0,47.0,18.4,14.6,13.0,6.8,8.0
Spreo fischeri,Passerida,109.5,64.0,31.6,21.0,22.1,9.8,7.4
Stachyris erythroptera,Passerida,58.0,43.0,18.5,10.2,15.1,4.4,4.0
Stachyris maculata,Passerida,85.0,67.0,23.3,12.7,21.8,5.4,5.6
Stachyris nigricollis,Passerida,73.0,50.0,22.4,13.3,20.4,4.7,6.2
Stelgidopteryx ruficollis,Passerida,104.0,49.0,10.2,9.7,11.0,10.9,4.4
Stizorhina fraseri,Passerida,94.4,77.1,18.7,13.4,16.4,9.1,4.5
Streptocitta albicollis,Passerida,143.0,256.0,36.0,29.0,27.7,12.5,12.0
Sturnella magna,Passerida,99.0,65.0,38.1,27.7,32.1,10.9,13.0
Sturnella militaris,Passerida,106.0,64.8,32.3,22.3,25.4,9.8,11.8
Sturnella neglecta,Passerida,118.0,71.0,37.6,26.0,34.4,10.0,10.5
Sturnus cineraceus,Passerida,129.5,66.0,29.1,23.9,29.2,11.8,8.6
Sturnus contra,Passerida,117.3,69.7,34.5,26.1,33.6,12.2,9.7
Sturnus malabaricus,Passerida,100.0,61.0,24.0,19.5,21.3,8.1,6.8
Sturnus melanopterus,Passerida,136.0,85.0,38.6,28.3,29.8,14.6,11.4
Sturnus nigricollis,Passerida,149.0,97.0,37.5,29.4,29.9,11.2,9.9
Sturnus philippensis,Passerida,108.0,51.7,24.8,20.7,21.0,10.5,8.3
Sturnus roseus,Passerida,127.0,71.0,30.5,26.4,24.9,12.2,9.4
Sturnus sericeus,Passerida,120.5,79.0,32.3,26.7,28.7,12.5,8.5
Sturnus sinensis,Passerida,103.0,53.0,24.6,21.0,21.8,10.0,7.5
Sturnus unicolor,Passerida,132.3,66.8,30.0,24.5,30.2,10.9,8.6
Sturnus vulgaris,Passerida,130.5,59.5,29.5,23.0,31.0,9.6,8.1
Sylvia althaea,Passerida,65.0,50.0,21.2,11.6,16.0,5.4,3.7
Sylvia atricapilla,Passerida,72.0,63.0,20.6,13.6,14.3,5.3,4.2
Sylvia boehmi,Passerida,67.0,66.0,20.3,11.0,12.3,5.8,4.3
Sylvia borin,Passerida,79.0,55.0,19.0,14.0,13.9,6.3,4.1
Sylvia cantillans,Passerida,64.0,53.0,18.6,11.9,13.8,4.8,3.3
Sylvia communis,Passerida,75.0,64.0,21.8,14.3,13.6,5.1,4.0
Sylvia conspicillata,Passerida,55.0,48.0,18.0,11.7,11.8,5.3,4.0
Sylvia curruca,Passerida,68.5,52.0,19.7,13.1,13.1,5.5,4.6
Sylvia deserticola,Passerida,55.0,50.5,18.2,11.8,12.0,4.2,2.9
Sylvia hortensis,Passerida,78.8,66.3,23.4,15.1,18.5,7.5,6.1
Sylvia layardi,Passerida,64.5,62.0,20.4,12.7,13.8,6.1,4.9
Sylvia lugens,Passerida,66.0,63.0,21.7,12.9,13.4,6.1,4.3
Sylvia melanocephala,Passerida,59.0,57.0,20.6,13.0,14.2,5.6,3.8
Sylvia melanothorax,Passerida,58.5,54.0,19.5,11.4,14.2,5.8,3.9
Sylvia minula,Passerida,64.0,53.0,19.3,11.6,12.9,5.3,3.7
Sylvia mystacea,Passerida,60.5,54.5,19.4,12.5,12.4,5.1,3.9
Sylvia nana,Passerida,59.0,47.0,18.9,10.7,12.6,4.9,3.3
Sylvia nisoria,Passerida,89.0,66.5,23.9,15.5,17.3,6.5,5.8
Sylvia rueppelli,Passerida,68.0,53.0,20.8,13.7,15.0,5.2,3.9
Sylvia sarda,Passerida,55.5,61.0,19.4,12.7,12.1,4.5,3.4
Sylvia subcaerulea,Passerida,68.5,68.0,21.3,12.2,13.5,6.0,4.6
Sylvia undata,Passerida,52.0,57.0,19.2,11.4,12.6,4.7,3.4
Sylvietta brachyura,Passerida,52.0,17.0,14.0,8.8,9.4,4.2,3.0
Sylvietta leucophrys,Passerida,61.0,25.0,20.6,12.2,12.0,4.9,4.1
Sylvietta virens,Passerida,49.0,16.0,16.5,9.6,11.8,5.0,3.9
Sylvietta whytii,Passerida,58.0,20.0,18.4,11.0,14.1,5.3,3.8
Sylviparus modestus,Passerida,58.7,35.3,16.2,10.1,8.3,3.8,3.5
Tachycineta bicolor,Passerida,153.0,57.0,11.5,13.2,12.1,9.0,5.3
Tachycineta cyaneoviridis,Passerida,112.5,63.5,11.3,11.1,12.5,9.4,4.8
Tachycineta euchrysea,Passerida,113.0,51.0,9.4,9.3,10.8,8.1,3.6
Tachycineta thalassina,Passerida,113.5,46.0,10.6,10.8,10.1,7.9,3.7
Tachyphonus cristatus,Passerida,75.0,62.0,17.2,10.0,16.0,6.1,6.6
Tachyphonus luctuosus,Passerida,62.5,53.0,16.3,9.4,15.0,7.4,6.1
Tachyphonus rufiventer,Passerida,77.0,66.0,16.9,10.5,16.7,6.2,6.2
Tachyphonus rufus,Passerida,85.0,78.5,22.7,15.1,21.7,10.6,9.8
Taeniopygia guttata,Passerida,60.0,38.5,14.5,13.6,11.1,6.3,6.9
Tangara callophrys,Passerida,82.0,53.0,16.7,15.7,14.6,7.2,5.5
Tangara chilensis,Passerida,77.5,54.5,17.2,9.8,12.9,5.9,5.1
Tangara cyanocephala,Passerida,66.0,46.5,18.5,12.4,13.1,7.0,5.7
Tangara desmaresti,Passerida,73.3,53.7,18.0,12.6,13.4,6.7,5.9
Tangara fastuosa,Passerida,75.0,49.5,19.5,14.0,14.1,7.4,7.1
Tangara gyrola,Passerida,75.0,50.0,17.8,11.9,14.5,8.3,6.9
Tangara heinei,Passerida,80.0,51.5,17.1,13.3,12.1,7.2,5.5
Tangara icterocephala,Passerida,74.0,48.0,17.8,12.2,14.1,8.0,6.3
Tangara inornata,Passerida,65.0,44.0,16.6,12.4,12.1,7.3,5.5
Tangara larvata,Passerida,68.0,46.0,16.9,11.3,13.3,6.6,5.4
Tangara mexicana,Passerida,73.7,51.7,17.0,9.9,12.9,6.9,5.9
Tangara nigrocincta,Passerida,71.0,48.0,15.7,13.6,12.1,6.2,5.6
Tangara punctata,Passerida,63.0,40.5,17.6,10.6,12.3,6.3,5.2
Tangara schrankii,Passerida,70.5,44.0,17.0,12.3,13.2,6.9,5.9
Tangara seledon,Passerida,66.5,45.0,16.4,12.5,13.1,7.2,5.9
Tangara velia,Passerida,72.5,48.5,15.8,14.5,14.4,6.1,5.5
Tangara xanthogastra,Passerida,62.0,40.0,15.8,9.0,12.9,5.7,4.8
Tarsiger chrysaeus,Passerida,68.0,52.0,29.3,16.0,15.6,6.6,4.3
Tarsiger johnstoniae,Passerida,77.0,58.0,27.3,18.3,15.3,6.0,3.9
Tephrozosterops stalkeri,Passerida,67.0,46.0,18.2,13.5,17.0,5.7,5.0
Tesia castaneocoronata,Passerida,50.0,18.0,23.0,14.7,12.7,4.5,3.4
Thraupis abbas,Passerida,97.0,68.0,21.8,15.8,15.9,9.4,8.0
Thraupis episcopus,Passerida,89.8,64.0,19.7,12.5,16.7,8.9,7.7
Thraupis palmarum,Passerida,94.4,71.0,20.9,15.1,17.7,8.2,7.1
Thryomanes bewickii,Passerida,53.0,52.0,17.7,12.3,16.6,5.5,4.6
Thryothorus genibarbis,Passerida,65.5,60.0,23.4,18.2,21.4,7.3,6.1
Thryothorus guarayanus,Passerida,61.0,42.0,21.4,11.8,18.3,4.6,3.8
Thryothorus leucotis,Passerida,63.0,43.0,24.3,15.3,19.8,6.2,4.3
Thryothorus ludovicianus,Passerida,61.3,52.0,21.9,16.6,20.2,5.2,4.6
Thryothorus modestus,Passerida,59.0,48.0,23.7,14.1,19.8,7.4,5.1
Thryothorus rufalbus,Passerida,69.0,51.0,24.0,16.1,20.7,5.3,5.0
Thryothorus rutilus,Passerida,62.0,44.0,20.9,15.1,19.9,7.8,4.5
Thryothorus superciliaris,Passerida,72.0,47.0,23.3,15.3,23.3,5.9,5.3
Tiaris bicolor,Passerida,52.5,38.0,17.6,12.2,10.9,5.9,7.0
Tiaris olivaceus,Passerida,51.0,36.5,17.3,12.2,11.5,5.6,5.7
Tichodroma muraria,Passerida,105.3,53.6,23.7,18.1,29.8,5.7,3.4
Tmetothylacus tenellus,Passerida,83.0,54.0,25.0,16.7,15.0,6.5,4.1
Toxorhamphus iliolophus,Passerida,63.8,30.5,18.6,12.2,20.3,4.9,3.8
Toxorhamphus novaeguineae,Passerida,67.3,35.2,16.0,10.7,29.3,5.8,4.9
Toxorhamphus poliopterus,Passerida,67.0,36.8,17.1,14.5,31.1,6.0,5.4
Toxostoma bendirei,Passerida,104.0,110.0,33.5,22.9,29.0,10.5,7.9
Toxostoma crissale,Passerida,105.5,142.5,33.9,24.6,40.6,9.1,7.0
Toxostoma curvirostre,Passerida,106.0,107.0,33.1,23.9,34.9,10.1,9.2
Toxostoma guttatum,Passerida,87.5,104.5,31.8,21.8,33.1,9.3,6.8
Toxostoma lecontei,Passerida,97.8,119.3,31.7,22.1,35.6,9.2,7.0
Toxostoma longirostre,Passerida,100.8,121.0,34.6,24.4,35.1,10.2,7.8
Toxostoma ocellatum,Passerida,100.0,125.0,35.9,24.6,39.0,11.4,8.8
Toxostoma redivivum,Passerida,101.0,128.0,37.7,24.4,40.9,11.1,8.0
Toxostoma rufum,Passerida,103.3,123.0,34.3,25.5,28.4,8.7,7.1
Tregellasia leucops,Passerida,73.0,47.0,19.4,12.5,14.8,8.1,4.8
Trichastoma bicolor,Passerida,86.0,69.0,27.6,15.3,22.2,7.8,6.1
Trichastoma rostratum,Passerida,71.0,45.0,24.7,13.9,19.0,5.9,4.2
Trichixos pyrropygus,Passerida,102.0,86.0,25.8,16.1,24.8,7.1,6.9
Tricholestes criniger,Passerida,78.0,68.0,15.2,7.6,16.6,5.8,4.2
Troglodytes aedon,Passerida,52.0,36.8,17.1,12.6,15.3,4.9,3.6
Troglodytes troglodytes,Passerida,49.0,33.7,18.0,13.7,14.2,3.7,3.0
Turdus albicollis,Passerida,114.0,84.0,30.0,22.6,21.9,9.6,6.4
Turdus aurantius,Passerida,120.0,100.0,38.3,23.7,27.2,12.5,7.9
Turdus falcklandii,Passerida,139.0,100.0,36.3,18.7,28.3,12.1,9.3
Turdus fumigatus,Passerida,113.0,87.0,31.0,23.3,24.2,9.7,7.1
Turdus grayi,Passerida,120.0,97.0,30.6,20.7,25.0,9.7,7.2
Turdus hauxwelli,Passerida,120.0,91.0,30.9,24.2,24.1,11.1,7.3
Turdus jamaicensis,Passerida,117.0,88.0,35.0,20.8,22.4,12.5,6.4
Turdus migratorius,Passerida,131.0,99.0,33.4,21.8,23.7,5.9,6.6
Turdus nudigenis,Passerida,116.0,95.0,30.5,20.3,22.4,11.2,7.1
Uraeginthus bengalus,Passerida,52.0,57.0,14.5,11.5,10.1,5.8,5.7
Uraeginthus cyanocephalus,Passerida,55.0,55.0,14.6,12.8,11.8,6.6,6.6
Uragus sibiricus,Passerida,76.0,83.0,16.6,12.4,10.3,7.1,7.3
Vermivora celata,Passerida,59.0,47.0,17.8,10.5,13.1,4.8,4.4
Vermivora luciae,Passerida,54.0,41.0,15.9,9.8,10.9,4.4,3.6
Vermivora pinus,Passerida,59.0,46.0,17.5,9.8,13.6,3.3,3.6
Vermivora ruficapilla,Passerida,57.5,38.5,17.3,12.2,12.3,4.8,4.5
Vidua chalybeata,Passerida,66.0,35.0,14.6,11.0,10.1,5.7,6.6
Vidua fischeri,Passerida,67.0,35.0,16.5,13.3,11.1,6.3,7.0
Vidua macroura,Passerida,66.0,41.5,16.4,13.0,11.1,6.3,6.9
Vidua paradisaea,Passerida,74.0,42.5,16.7,14.0,12.2,6.3,8.0
Volatinia jacarina,Passerida,50.0,41.0,16.0,11.3,12.0,6.5,6.7
Wilsonia canadensis,Passerida,64.5,54.5,18.7,11.0,13.5,3.8,4.6
Wilsonia citrina,Passerida,65.0,56.0,19.0,11.4,14.2,4.2,3.6
Wilsonia pusilla,Passerida,56.0,49.0,18.8,10.1,11.7,4.7,3.7
Zonotrichia albicollis,Passerida,74.0,74.0,24.1,18.4,14.1,7.2,7.2
Zonotrichia capensis,Passerida,73.0,60.0,21.0,12.0,11.7,5.9,7.2
Zonotrichia leucophrys,Passerida,79.0,73.0,23.3,16.4,12.8,8.2,8.7
Zosterops abyssinicus,Passerida,58.0,38.0,15.7,10.9,11.8,4.8,3.6
Zosterops japonicus,Passerida,60.0,39.0,17.1,11.9,14.9,5.4,4.3
Zosterops lateralis,Passerida,60.0,42.0,17.5,12.6,12.2,4.4,3.6
Zosterops maderaspatanus,Passerida,59.0,38.0,16.0,11.0,14.8,5.2,3.8
Zosterops palpebrosus,Passerida,55.0,38.0,14.9,10.6,13.1,4.3,3.8
Zosterops poliogastrus,Passerida,67.0,50.0,18.3,11.0,15.7,5.7,4.9
Zosterops senegalensis,Passerida,55.0,36.0,14.8,9.1,11.7,4.6,3.9
Acropternis orthonyx,suboscine,96.0,85.5,35.8,31.9,23.6,9.6,12.4
Agriornis lividus,suboscine,131.0,114.0,34.5,18.5,33.9,13.8,9.4
Anabacerthia striaticollis,suboscine,83.0,67.0,18.7,14.6,16.3,7.3,6.1
Anabazenops fuscus,suboscine,82.0,71.0,22.7,18.3,22.4,7.6,7.7
Anairetes agilis,suboscine,54.5,59.0,17.9,11.7,12.8,5.6,4.6
Anairetes alpinus,suboscine,62.0,61.5,21.0,12.1,13.0,6.1,4.9
Anairetes fernandezianus,suboscine,56.0,53.0,22.6,10.7,15.5,6.0,4.0
Anairetes flavirostris,suboscine,51.5,51.2,18.8,9.7,12.1,5.0,3.4
Anairetes parulus,suboscine,48.7,46.5,18.1,9.8,12.1,4.5,3.4
Anairetes reguloides,suboscine,53.3,53.3,21.1,11.3,12.6,5.4,4.2
Ancistrops strigilatus,suboscine,92.0,76.0,23.3,14.5,22.0,9.3,8.1
Anumbius annumbi,suboscine,82.0,79.0,24.5,19.3,18.9,6.8,5.6
Aphrastura spinicauda,suboscine,60.0,71.0,19.4,15.0,12.8,4.0,3.7
Asthenes flammulata,suboscine,62.0,74.0,25.8,18.1,16.4,5.4,4.3
Asthenes humicola,suboscine,65.0,72.0,19.5,13.0,16.2,6.2,4.6
Asthenes humilis,suboscine,69.0,58.0,24.3,16.5,19.0,5.5,4.5
Atalotriccus pilaris,suboscine,41.0,35.0,16.0,7.2,11.0,5.9,3.7
Attila bolivianus,suboscine,96.0,80.0,22.6,13.2,25.9,8.9,7.1
Attila cinnamomeus,suboscine,88.0,71.0,20.8,12.1,22.3,8.1,6.7
Attila spadiceus,suboscine,94.5,75.5,24.8,15.1,27.1,12.9,8.0
Automolus infuscatus,suboscine,93.0,72.0,20.9,13.2,22.9,6.3,6.7
Automolus melanopezus,suboscine,86.0,74.0,20.4,12.8,22.8,6.0,6.6
Automolus ochrolaemus,suboscine,85.0,68.0,19.6,16.4,23.1,8.6,7.4
Berlepschia rikeri,suboscine,94.0,79.0,18.7,17.1,28.4,9.0,7.7
Calyptomena viridis,suboscine,101.0,42.0,19.1,14.1,17.4,10.4,5.9
Camptostoma obsoletum,suboscine,41.0,36.0,16.4,8.9,11.4,5.3,3.5
Campylorhamphus procurvoides,suboscine,95.0,90.5,19.5,17.3,58.2,10.3,6.8
Campylorhamphus pusillus,suboscine,101.3,103.0,21.2,17.6,55.7,9.4,6.5
Campylorhamphus trochilirostris,suboscine,99.4,96.3,21.7,19.0,64.2,10.3,7.1
Capsiempis flaveola,suboscine,49.0,47.0,16.6,8.5,12.6,6.7,4.6
Cephalopterus ornatus,suboscine,236.0,147.0,41.9,33.1,47.3,26.4,20.3
Cercomacra cinerascens,suboscine,65.5,63.0,19.3,10.6,19.8,6.5,5.0
Cercomacra tyrannina,suboscine,63.0,59.0,22.0,16.4,17.9,7.7,5.9
Certhiaxis cinnamomeus,suboscine,55.0,58.0,18.7,16.5,17.4,5.3,4.0
Certhiaxis mustelinus,suboscine,61.0,53.0,19.8,15.6,17.1,5.4,4.4
Chamaeza campanisona,suboscine,96.0,54.0,36.1,24.9,24.2,9.8,7.7
